Filename,Residue_Code,MOL2_SHA256_Hash,Raw_SMILES,Raw_CID,Raw_ChEBI,Raw_Name,Canon_SMILES,Canon_CID,Canon_ChEBI,Canon_Name,Flat_SMILES,Flat_CID,Flat_ChEBI,Flat_Name
DNA_CI.lib_DGN_sybyl.mol2,DGN,c3ec322cb914c4b8c427c7d8d5c3194bf7cb482406616737e666a797ae400b60,OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1O,135398592,CHEBI:17172,2'-deoxyguanosine,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,135398592,CHEBI:17172,2'-deoxyguanosine,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,135402018,-,Desoxyguanosine
all_aminofb15.lib_CYS_sybyl.mol2,CYS,4468b1bdbd0ae089afc5dc4ac12d96481349f39a79faaa684e617dec306b24e5,[NH][C@@H](CS)[C][O],11018820,-,125509-78-6,[NH][C@H]([C][O])CS,11018820,-,125509-78-6,[NH]C([C][O])CS,10197647,-,"1-Propanol, 2-amino-3-mercapto-"
all_amino94ildn.lib_LYN_sybyl.mol2,LYN,d7ae9e19b23b799010cfc2be286c926942392faf1082fc49393a9dd2c2c958bd,[NH][C@@H](CCCCN)[C][O],11607920,CHEBI:189186,Lysol,[NH][C@H]([C][O])CCCCN,11607920,CHEBI:189186,Lysol,[NH]C([C][O])CCCCN,11194353,-,"1-Hexanol, 2,6-diamino-"
all_amino03.lib_GLH_sybyl.mol2,GLH,bd07c63400b2727251e74eb3f4ae1b9707245c5baa90a4a148fe04aacb148134,[NH][C@@H](CC[C]([O])O)[C][O],None,-,Compound_None,[NH][C@H]([C][O])CC[C]([O])O,None,-,Compound_None,[NH]C([C][O])CC[C]([O])O,89060581,-,SCHEMBL13330727
atomic_ions.lib_PB_sybyl.mol2,PB,bc89a5923a3198a758b7822d41791991d8887456fc0e91b2d065d51d5c4c960c,P,24404,CHEBI:30278,PHOSPHINE,P,24404,CHEBI:30278,PHOSPHINE,P,24404,CHEBI:30278,PHOSPHINE
all_aminont03.lib_NLEU_sybyl.mol2,NLEU,e7fd1e85c942385c5a164a37b0d2babcd311623ea6e718b32ab2ca6dc9212ebe,[NH3+][C@@H](CC(C)C)[C][O],6950464,CHEBI:195498,(S)-leucinol(1+),CC(C)C[C@H]([NH3+])[C][O],6950464,CHEBI:195498,(S)-leucinol(1+),CC(C)CC([NH3+])[C][O],77906402,-,(1-hydroxy-4-methylpentan-2-yl)azanium
aminont12.redq.lib_NALA_sybyl.mol2,NALA,108bb559bd0d9dd14ee8daf9fc3199c3a674d4294ae610de6a2e1de7f59c4e7c,[NH3+][C@@H](C)[C][O],6992590,CHEBI:85422,(S)-2-aminopropan-1-ol(1+),C[C@H]([NH3+])[C][O],6992590,CHEBI:85422,(S)-2-aminopropan-1-ol(1+),CC([NH3+])[C][O],20558917,CHEBI:195439,DL-2-aminopropan-1-ol
nucleic12.ROC-RNA.lib_DCN_sybyl.mol2,DCN,6aec7b7823b19d309f3c91e715e9e57b11b43f43bd446fc18f0b97c6813b8ec1,OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C[C@@H]1O,13711,CHEBI:15698,2'-deoxycytidine,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,13711,CHEBI:15698,2'-deoxycytidine,Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,637,-,Cytosine deoxyribonucleoside
all_modrna08.lib_DMU_sybyl.mol2,DMU,09fe29e9c49515290cc654952f99295f79e88943945d89f017ae9d5f50765be8,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C@@H](C1)C,None,-,Compound_None,C[C@@H]1CN([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],None,-,Compound_None,CC1CN(C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],None,-,Compound_None
nab.lib_DGN_sybyl.mol2,DGN,4387cd319144d4e7bda273600e3f54b9ca33216cf7d73881c0b392d529bca040,OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1O,135398592,CHEBI:17172,2'-deoxyguanosine,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,135398592,CHEBI:17172,2'-deoxyguanosine,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,135402018,-,Desoxyguanosine
all_nucleic94.lib_DT5_sybyl.mol2,DT5,78ea15bf1e173c9cb45ebfed6f8dc8317b331bac33e8302954ea016d9c7297ef,OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1[O],5789,CHEBI:17748,thymidine,Cc1cn([C@H]2C[C@H]([O])[C@@H](CO)O2)c(=O)[nH]c1=O,5789,CHEBI:17748,thymidine,Cc1cn(C2CC([O])C(CO)O2)c(=O)[nH]c1=O,1134,CHEBI:188725,DTXSID20936337
uni_aminoct03.lib_CASN_sybyl.mol2,CASN,e6562b730d94b741a41aa62ded05014d0b88de36a849b0267f7111d1cbed5ad3,[NH][C@@H]([C][C]([O])N)[C]([O-])[O-],None,-,Compound_None,[NH][C@@H]([C][C](N)[O])[C]([O-])[O-],None,-,Compound_None,[NH]C([C][C](N)[O])[C]([O-])[O-],None,-,Compound_None
aminont19ipq_0.9_pol.lib_NLEU_sybyl.mol2,NLEU,e7fd1e85c942385c5a164a37b0d2babcd311623ea6e718b32ab2ca6dc9212ebe,[NH3+][C@@H](CC(C)C)[C][O],6950464,CHEBI:195498,(S)-leucinol(1+),CC(C)C[C@H]([NH3+])[C][O],6950464,CHEBI:195498,(S)-leucinol(1+),CC(C)CC([NH3+])[C][O],77906402,-,(1-hydroxy-4-methylpentan-2-yl)azanium
uni_amino03.lib_GLY_sybyl.mol2,GLY,21a7fd80ae81ace3cdb7885117c8f0ca11047d3a77abc3f3c2be3707820794aa,[NH]C[C][O],700,CHEBI:16000,Ethanolamine,[NH]C[C][O],700,CHEBI:16000,Ethanolamine,[NH]C[C][O],700,CHEBI:16000,Ethanolamine
DNA.OL15.lib_DT_sybyl.mol2,DT,ed9ad265e0c4772217223637972b6c1219993c94fdd5a9d6bd3dd7d9ed9e6a1f,P([O])([O])OC[C@H]1O[C@@H]([N@]2[CH][C](C)[C]([O])N[C]2[O])C[C@@H]1[O],None,-,Compound_None,C[C]1[CH]N([C@H]2C[C@H]([O])[C@@H](COP([O])[O])O2)[C]([O])N[C]1[O],None,-,Compound_None,C[C]1[CH]N(C2CC([O])C(COP([O])[O])O2)[C]([O])N[C]1[O],None,-,Compound_None
all_aminoctfb15.lib_CTYR_sybyl.mol2,CTYR,150a7e27732ed78b201f82418faf55e0a20ca1e2e75a5cda6e201506effba9f8,[NH][C@@H](Cc1ccc(O)cc1)[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](Cc1ccc(O)cc1)[C]([O-])[O-],None,-,Compound_None,[NH]C(Cc1ccc(O)cc1)[C]([O-])[O-],None,-,Compound_None
aminoct19ipq_0.9_vac.lib_CHIP_sybyl.mol2,CHIP,d7b8baa1e249519c1929a4ead234f417b88e8bbba3ec36462ac2318b5127ca9c,[NH][C@@H](C[C]1N[CH]N[CH]1)[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](C[C]1[CH]N[CH]N1)[C]([O-])[O-],None,-,Compound_None,[NH]C(C[C]1[CH]N[CH]N1)[C]([O-])[O-],None,-,Compound_None
aminont15ipq-vac_10.0.lib_NSER_sybyl.mol2,NSER,9989cc930c15b9e86db31ca8e89f3114ec2ecc0e93ebc98ee18ae1c1bfb8f65d,[NH3+][C@@H](CO)[C][O],6993193,CHEBI:194490,"1,3-dihydroxypropan-2-ylammonium",[NH3+][C@H]([C][O])CO,6993193,CHEBI:194490,"1,3-dihydroxypropan-2-ylammonium",[NH3+]C([C][O])CO,6993193,CHEBI:194490,"1,3-dihydroxypropan-2-ylammonium"
aminont15ipq-vac_10.0.lib_NARG_sybyl.mol2,NARG,d6ec2185d568e3f38e12864ec0cbd8c3ed3e5fd696e747b1734359b84daac856,[NH3+][C@@H](CCCN[C](N)N)[C][O],None,-,Compound_None,N[C](N)NCCC[C@H]([NH3+])[C][O],None,-,Compound_None,N[C](N)NCCCC([NH3+])[C][O],None,-,Compound_None
amino19ipq_0.9.lib_MET_sybyl.mol2,MET,be1477ec92f9e7c959aff2ab9cb9ac8e462aa39bb2f841e434023b27af2e892e,[NH][C@@H](CCSC)[C][O],2724404,-,L-Methioninol,CSCC[C@H]([NH])[C][O],2724404,-,L-Methioninol,CSCCC([NH])[C][O],102901,-,"Methioninol, (+-)-"
GLYCAM_aminont_06j_12SB.lib_NOLT_sybyl.mol2,NOLT,388aa6175df2550c035adbcb10b07041f23c8a04efc9553ae5b7bfe57753fc54,[NH3+][C@@H]([C@@H](C)[O])[C][O],2033048,-,"1,3-Dihydroxybutan-2-aminium",C[C@@H]([O])[C@H]([NH3+])[C][O],2033048,-,"1,3-Dihydroxybutan-2-aminium",CC([O])C([NH3+])[C][O],53455485,-,"1,3-dihydroxybutan-2-ylazanium"
amino19ipq_0.9_vac.lib_SER_sybyl.mol2,SER,33c44d09291c944de3e276ad4825d4955a67e6e0fb3c0f1f10b779efa9bb818b,[NH][C@@H](CO)[C][O],68294,-,"2-Amino-1,3-propanediol",[NH][C@H]([C][O])CO,68294,-,"2-Amino-1,3-propanediol",[NH]C([C][O])CO,68294,-,"2-Amino-1,3-propanediol"
RNA.lib_A5_sybyl.mol2,A5,7035c98288789e099fa9fe65c2c88079e4d3f82b6d27b8b9151928317cbc8de0,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)[C@@H]([C@@H]1[O])O,60961,CHEBI:16335,adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H]([O])[C@H]1O,60961,CHEBI:16335,adenosine,Nc1ncnc2c1ncn2C1OC(CO)C([O])C1O,191,CHEBI:93913,"2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
aminoct15ipq_10.0.lib_CASP_sybyl.mol2,CASP,a3367b6fa559bbe7a1e93b34c8d67c96e714a1b5f130684bfe9e03d5d6083064,[NH][C@@H](C[C]([O-])[O-])[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](C[C]([O-])[O-])[C]([O-])[O-],None,-,Compound_None,[NH]C(C[C]([O-])[O-])[C]([O-])[O-],None,-,Compound_None
parmBSC0.lib_DC5_sybyl.mol2,DC5,fb6bf0311dc674a767f4c597c021c8a11e6197ef79ea1a56c9323c4000f2a15a,OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C[C@@H]1[O],13711,CHEBI:15698,2'-deoxycytidine,Nc1ccn([C@H]2C[C@H]([O])[C@@H](CO)O2)c(=O)n1,13711,CHEBI:15698,2'-deoxycytidine,Nc1ccn(C2CC([O])C(CO)O2)c(=O)n1,637,-,Cytosine deoxyribonucleoside
all_nucleic94.lib_RA3_sybyl.mol2,RA3,3569c082a066361b53cd7c416fc1e7f9aa4d5a2cab933fccb527c203e173db99,[P](=O)([O])OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)[C@@H]([C@@H]1O)O,6338568,-,SCHEMBL1759116,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H](O)[C@H]1O,6338568,-,SCHEMBL1759116,Nc1ncnc2c1ncn2C1OC(CO[P]([O])=O)C(O)C1O,14185387,-,SCHEMBL26757874
aminont19ipq_0.9_vac.lib_NCYX_sybyl.mol2,NCYX,ce8fdab4f52bd3e4ff00fe04edb3f73ae14fa4a18bcfac53325c41c0fe0111f8,[NH3+][C@@H](C[S])[C][O],None,-,Compound_None,[NH3+][C@H]([C][O])C[S],None,-,Compound_None,[NH3+]C([C][O])C[S],None,-,Compound_None
aminoct19ipq_0.9.lib_CASP_sybyl.mol2,CASP,a3367b6fa559bbe7a1e93b34c8d67c96e714a1b5f130684bfe9e03d5d6083064,[NH][C@@H](C[C]([O-])[O-])[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](C[C]([O-])[O-])[C]([O-])[O-],None,-,Compound_None,[NH]C(C[C]([O-])[O-])[C]([O-])[O-],None,-,Compound_None
RNA.lib_U_sybyl.mol2,U,a3f2ab7c8e546faa24392bcae081a3081071b3ce8b7565532fb4cfd297c2a0e0,P([O])([O])OC[C@H]1O[C@@H]([N@]2[CH][CH][C]([O])N[C]2[O])[C@@H]([C@@H]1[O])O,None,-,Compound_None,[O][C]1[CH][CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N1,None,-,Compound_None,[O][C]1[CH][CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([O])N1,None,-,Compound_None
amino15ipq-vac_10.0.lib_ASH_sybyl.mol2,ASH,0900181ffe5eb5c8cb74266c56d8d693d373608d47d1d4471942628be1e95161,[NH][C@@H](C[C]([O])O)[C][O],None,-,Compound_None,[NH][C@H]([C][O])C[C]([O])O,None,-,Compound_None,[NH]C([C][O])C[C]([O])O,87966505,-,SCHEMBL6262952
amino19ipq_0.9.lib_GLN_sybyl.mol2,GLN,309b83989a865c45c67b3a43f1b40a9c8cd6428afeb504f1b1484e91db6cafee,[NH][C@@H](CC[C]([O])N)[C][O],None,-,Compound_None,[NH][C@H]([C][O])CC[C](N)[O],None,-,Compound_None,[NH]C([C][O])CC[C](N)[O],None,-,Compound_None
all_aminoct94.lib_CHIP_sybyl.mol2,CHIP,d7b8baa1e249519c1929a4ead234f417b88e8bbba3ec36462ac2318b5127ca9c,[NH][C@@H](C[C]1N[CH]N[CH]1)[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](C[C]1[CH]N[CH]N1)[C]([O-])[O-],None,-,Compound_None,[NH]C(C[C]1[CH]N[CH]N1)[C]([O-])[O-],None,-,Compound_None
all_aminoAM1.lib_ASP_sybyl.mol2,ASP,44114581945be53c261b0e6dfd0ec2a758fa570a409b5b7a7053c159843e9690,[NH][C@@H](C[C]([O-])[O-])[C][O],None,-,Compound_None,[NH][C@H]([C][O])C[C]([O-])[O-],None,-,Compound_None,[NH]C([C][O])C[C]([O-])[O-],None,-,Compound_None
amino15ipq-vac_10.0.lib_LEU_sybyl.mol2,LEU,d4d1e71938f098ba3f66ff7f05b6fa563e1e5969f904432ab13a327d6f3a9c3c,[NH][C@@H](CC(C)C)[C][O],111307,CHEBI:228882,L-Leucinol,CC(C)C[C@H]([NH])[C][O],111307,CHEBI:228882,L-Leucinol,CC(C)CC([NH])[C][O],79030,-,2-Amino-4-methylpentan-1-ol
aminoct15ipq-vac_10.0.lib_CILE_sybyl.mol2,CILE,64499cf7e5147c79cb909b2991140f2b683eb4efca56ddbfa1ba4ec23713b9cd,[NH][C@@H]([C@@H](C)CC)[C]([O-])[O-],None,-,Compound_None,CC[C@H](C)[C@H]([NH])[C]([O-])[O-],None,-,Compound_None,CCC(C)C([NH])[C]([O-])[O-],None,-,Compound_None
parmBSC1.lib_DG3_sybyl.mol2,DG3,756a40fedf26e43eb203f900988d4174bc17e4a0b178c5cfc09b5f39ff82444f,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1O,135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO[P]([O])=O)O2)c(=O)[nH]1,135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2C2CC(O)C(CO[P]([O])=O)O2)c(=O)[nH]1,137143234,-,[5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
all_modrna08.lib_MMG_sybyl.mol2,MMG,8e4e5f106d8f68eb87628a8c7a4cc78c9dad0abecc9d7c9cfacfa412cb4baf92,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=C(NC2=O)NC,None,-,Compound_None,CNc1nc2c(ncn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2OC)c(=O)[nH]1,None,-,Compound_None,CNc1nc2c(ncn2C2OC(CO[P]([O])=O)C([O])C2OC)c(=O)[nH]1,None,-,Compound_None
aminoct12.redq.lib_CVAL_sybyl.mol2,CVAL,3151da0ca9de731ca3283c75c9097939f69ccd21d2c2f66e0d588ca32813b4e3,[NH][C@@H](C(C)C)[C]([O-])[O-],None,-,Compound_None,CC(C)[C@H]([NH])[C]([O-])[O-],None,-,Compound_None,CC(C)C([NH])[C]([O-])[O-],None,-,Compound_None
all_modrna08.lib_SCU_sybyl.mol2,SCU,6811238b6b1a9a5c32634dd69e86e315969820b87666578291aba0e69020ad45,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[C]([CH]1)CNC[C]([O-])[O-],None,-,Compound_None,[O][C]1N[C]([S])N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[CH][C]1CNC[C]([O-])[O-],None,-,Compound_None,[O][C]1N[C]([S])N(C2OC(COP([O])[O])C([O])C2O)[CH][C]1CNC[C]([O-])[O-],None,-,Compound_None
aminont14ipq.lib_NVAL_sybyl.mol2,NVAL,785e7e41aacb98eb99d7c034bbe9f8a4166d656b259728d3b9a519d336059f08,[NH3+][C@@H](C(C)C)[C][O],6950585,CHEBI:195496,(2s)-2-amino-3-methyl-1-butanol,CC(C)[C@H]([NH3+])[C][O],6950585,CHEBI:195496,(2s)-2-amino-3-methyl-1-butanol,CC(C)C([NH3+])[C][O],78428241,-,(1-hydroxy-3-methylbutan-2-yl)azanium
DNA.OL15.lib_DA5_sybyl.mol2,DA5,7a12d3957bd231c3fc9544af508cc114e56294940bac6dd4fc3420f252e840fd,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)C[C@@H]1[O],13730,CHEBI:17256,2'-deoxyadenosine,Nc1ncnc2c1ncn2[C@H]1C[C@H]([O])[C@@H](CO)O1,13730,CHEBI:17256,2'-deoxyadenosine,Nc1ncnc2c1ncn2C1CC([O])C(CO)O1,636,-,RefChem:1072483
amino19ipq_0.9.lib_CYS_sybyl.mol2,CYS,4468b1bdbd0ae089afc5dc4ac12d96481349f39a79faaa684e617dec306b24e5,[NH][C@@H](CS)[C][O],11018820,-,125509-78-6,[NH][C@H]([C][O])CS,11018820,-,125509-78-6,[NH]C([C][O])CS,10197647,-,"1-Propanol, 2-amino-3-mercapto-"
lipid21.lib_SPM_sybyl.mol2,SPM,1426bbf46b2960256be4aede4595261cf06a3ce6352915db35201f301d9ee46d,[C@@H](CO[P](OCC[N+](C)(C)C)([O])[O])(N[C][O])[CH]O,None,-,Compound_None,C[N+](C)(C)CCO[P]([O])([O])OC[C@@H]([CH]O)N[C][O],None,-,Compound_None,C[N+](C)(C)CCO[P]([O])([O])OCC([CH]O)N[C][O],None,-,Compound_None
nucleic12.redq.lib_DA5_sybyl.mol2,DA5,7a12d3957bd231c3fc9544af508cc114e56294940bac6dd4fc3420f252e840fd,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)C[C@@H]1[O],13730,CHEBI:17256,2'-deoxyadenosine,Nc1ncnc2c1ncn2[C@H]1C[C@H]([O])[C@@H](CO)O1,13730,CHEBI:17256,2'-deoxyadenosine,Nc1ncnc2c1ncn2C1CC([O])C(CO)O1,636,-,RefChem:1072483
aminont19ipq_0.9_vac.lib_ACE_sybyl.mol2,ACE,8c3e1e2bddb43a9a0fdc3072e5f0b3d6d87234765781bf38e03633e027e88f7f,C[C][O],702,CHEBI:16236,ethanol,C[C][O],702,CHEBI:16236,ethanol,C[C][O],702,CHEBI:16236,ethanol
aminoct15ipq-vac_10.0.lib_CNLE_sybyl.mol2,CNLE,c40b84f9a2f527a9db2519f5e88211f263d243ef1a4bcabba12e410e4b048c29,[NH][C@@H](CCCC)[C]([O-])[O-],None,-,Compound_None,CCCC[C@H]([NH])[C]([O-])[O-],None,-,Compound_None,CCCCC([NH])[C]([O-])[O-],None,-,Compound_None
nab.lib_DC_sybyl.mol2,DC,17a8d823779d84bcd0f2a1fd63382fa26e049101cb5f01a82ebcc198fac77818,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C[C@@H]1[O],42626896,-,DC DNA 5'OH 3'OH,Nc1ccn([C@H]2C[C@H]([O])[C@@H](CO[P]([O])=O)O2)c(=O)n1,42626896,-,DC DNA 5'OH 3'OH,Nc1ccn(C2CC([O])C(CO[P]([O])=O)O2)c(=O)n1,74828980,-,[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
DNA_CI.lib_DA_sybyl.mol2,DA,b6e0f22e4e183bfb4f0e95cb133670ca09b83b161e7e5ffe9c4740541b5c068d,[P](=O)([O])OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)C[C@@H]1[O],14823978,-,DA DNA 5'OH 3'OH,Nc1ncnc2c1ncn2[C@H]1C[C@H]([O])[C@@H](CO[P]([O])=O)O1,14823978,-,DA DNA 5'OH 3'OH,Nc1ncnc2c1ncn2C1CC([O])C(CO[P]([O])=O)O1,6419581,-,[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
all_aminont94.lib_NCYS_sybyl.mol2,NCYS,1fb3be0d5038a836da71c0940f2425521ac2894d5ce3fa7261c776240a3dc3d1,[NH3+][C@@H](CS)[C][O],None,-,Compound_None,[NH3+][C@H]([C][O])CS,None,-,Compound_None,[NH3+]C([C][O])CS,None,-,Compound_None
aminont12.redq.lib_NLEU_sybyl.mol2,NLEU,e7fd1e85c942385c5a164a37b0d2babcd311623ea6e718b32ab2ca6dc9212ebe,[NH3+][C@@H](CC(C)C)[C][O],6950464,CHEBI:195498,(S)-leucinol(1+),CC(C)C[C@H]([NH3+])[C][O],6950464,CHEBI:195498,(S)-leucinol(1+),CC(C)CC([NH3+])[C][O],77906402,-,(1-hydroxy-4-methylpentan-2-yl)azanium
uni_aminoct03.lib_CGLN_sybyl.mol2,CGLN,b452a14487260257c7a191e17a37769b690c00428f153f30ac0c68962d96973c,[NH][C@@H](C#CC(=O)N)[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](C#CC(N)=O)[C]([O-])[O-],None,-,Compound_None,[NH]C(C#CC(N)=O)[C]([O-])[O-],None,-,Compound_None
nucleic12.lib_G_sybyl.mol2,G,09dbe0020742b2a68e57848d9260d2b13b6616865ad27fb73ff4cfada759c3b5,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)[C@@H]([C@@H]1[O])O,135566260,-,SCHEMBL186043,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,135566260,-,SCHEMBL186043,Nc1nc2c(ncn2C2OC(CO[P]([O])=O)C([O])C2O)c(=O)[nH]1,167300771,-,SCHEMBL24865920
amino19ipq_0.9_vac.lib_CYX_sybyl.mol2,CYX,b244c16be02fb3c01767a84f9ec61fff1cb401de82ccbb0ca3ca2a08806e9e92,[NH][C@@H](C[S])[C][O],11018820,-,125509-78-6,[NH][C@H]([C][O])C[S],11018820,-,125509-78-6,[NH]C([C][O])C[S],10197647,-,"1-Propanol, 2-amino-3-mercapto-"
nucleic12.lib_U5_sybyl.mol2,U5,d6f6e4ef4bfc27d478d65025fe3125e4fef2acf85e91bca3f662e5410a4d21a8,OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1[O])O,6029,CHEBI:16704,uridine,[O][C@H]1[C@@H](O)[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO,6029,CHEBI:16704,uridine,[O]C1C(CO)OC(n2ccc(=O)[nH]c2=O)C1O,1177,CHEBI:143353,40436-51-9
nucleic12.redq.lib_UN_sybyl.mol2,UN,3d928dd34656eafada39fbb6f41aa4163becd6cc2a7ee6b6ad836cffb3566d3f,OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1O)O,6029,CHEBI:16704,uridine,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,6029,CHEBI:16704,uridine,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,1177,CHEBI:143353,40436-51-9
nab.lib_MET_sybyl.mol2,MET,be1477ec92f9e7c959aff2ab9cb9ac8e462aa39bb2f841e434023b27af2e892e,[NH][C@@H](CCSC)[C][O],2724404,-,L-Methioninol,CSCC[C@H]([NH])[C][O],2724404,-,L-Methioninol,CSCCC([NH])[C][O],102901,-,"Methioninol, (+-)-"
nucleic10.lib_DT3_sybyl.mol2,DT3,2f39db5d799016c865f331f113e38f633bf90ba54d86c6f6fb502a1d5a44ae3c,[P](=O)([O])OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1O,6398342,-,SCHEMBL1764557,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P]([O])=O)O2)c(=O)[nH]c1=O,6398342,-,SCHEMBL1764557,Cc1cn(C2CC(O)C(CO[P]([O])=O)O2)c(=O)[nH]c1=O,21983245,-,SCHEMBL10169519
all_amino94ildn.lib_LYS_sybyl.mol2,LYS,57e7163979a1129a15ab2afa640aea859decd42915d76b81703634d1c0357fd6,[NH][C@@H](CCCC[NH3+])[C][O],None,-,Compound_None,[NH][C@H]([C][O])CCCC[NH3+],None,-,Compound_None,[NH]C([C][O])CCCC[NH3+],None,-,Compound_None
aminont15ipq_10.0.lib_NGLY_sybyl.mol2,NGLY,d1aa0a09631e4972af67fc2ea7b1f6725577221194c94269587d61d24d40580e,[NH3+]C[C][O],444693,CHEBI:57603,ethanolaminium(1+),[NH3+]C[C][O],444693,CHEBI:57603,ethanolaminium(1+),[NH3+]C[C][O],444693,CHEBI:57603,ethanolaminium(1+)
all_prot_nucleic10.lib_D3T_sybyl.mol2,D3T,1b6e5405c6351c4c76b4de99b969fc558eac0e5fe1d032b6d2ba5648a50b8a1b,[P](=O)([O])OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1O,6398342,-,SCHEMBL1764557,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P]([O])=O)O2)c(=O)[nH]c1=O,6398342,-,SCHEMBL1764557,Cc1cn(C2CC(O)C(CO[P]([O])=O)O2)c(=O)[nH]c1=O,21983245,-,SCHEMBL10169519
nucleic12.ROC-RNA.lib_U5_sybyl.mol2,U5,d6f6e4ef4bfc27d478d65025fe3125e4fef2acf85e91bca3f662e5410a4d21a8,OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1[O])O,6029,CHEBI:16704,uridine,[O][C@H]1[C@@H](O)[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO,6029,CHEBI:16704,uridine,[O]C1C(CO)OC(n2ccc(=O)[nH]c2=O)C1O,1177,CHEBI:143353,40436-51-9
all_aminontfb15.lib_NASP_sybyl.mol2,NASP,1162cdcaed9b4ac08d0fc04f90e2e790ba6edaf1783c681cae88071686754093,[NH3+][C@@H](C[C]([O-])[O-])[C][O],None,-,Compound_None,[NH3+][C@H]([C][O])C[C]([O-])[O-],None,-,Compound_None,[NH3+]C([C][O])C[C]([O-])[O-],None,-,Compound_None
